Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2023-24,2024-25,2025-26,2026-27,2027-28,Source document,Source table,URL
Treasury,National Competition Council,"Outcome 1: Competition in markets that are dependent on access to nationally significant monopoly infrastructure, through recommendations and decisions promoting the efficient operation of, use of and investment in infrastructure",Program 1.1: National Competition Council,Departmental Expenses,Departmental appropriation,,1727,1753,1775,1810,1838,2024-25 PB Statement - NCC.xlsx,Table 2.1.1,
Treasury,National Competition Council,"Outcome 1: Competition in markets that are dependent on access to nationally significant monopoly infrastructure, through recommendations and decisions promoting the efficient operation of, use of and investment in infrastructure",Program 1.1: National Competition Council,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,34,34,34,34,34,2024-25 PB Statement - NCC.xlsx,Table 2.1.1,
Treasury,Productivity Commission,"Outcome 1: Well-informed policy decision-making and public understanding on matters relating to Australia's productivity and living standards, based on independent and transparent analysis from a community-wide perspective",Program 1.1: Productivity Commission,Departmental Expenses,Departmental appropriation,,39691,35629,36036,36304,37138,2024-25 PB Statement - PC.xlsx,T2.1.1,
Treasury,Productivity Commission,"Outcome 1: Well-informed policy decision-making and public understanding on matters relating to Australia's productivity and living standards, based on independent and transparent analysis from a community-wide perspective",Program 1.1: Productivity Commission,Departmental Expenses,s74 External Revenue,,10,10,10,10,160,2024-25 PB Statement - PC.xlsx,T2.1.1,
Treasury,Productivity Commission,"Outcome 1: Well-informed policy decision-making and public understanding on matters relating to Australia's productivity and living standards, based on independent and transparent analysis from a community-wide perspective",Program 1.1: Productivity Commission,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,3294,3229,3294,3264,2995,2024-25 PB Statement - PC.xlsx,T2.1.1,
Treasury,Royal Australian Mint,"Outcome 1: The coinage needs of the Australian economy, collectors and foreign countries are met through the manufacture and sale of circulating coins, collector coins and other minted like products",Program 1.1: Royal Australian Mint,Administered Expenses,Royal Australian Mint Special Account 2023,,11484,0,0,0,0,2024-25 PB Statement - RAM.xlsx,T2.1.1,
Treasury,Royal Australian Mint,"Outcome 1: The coinage needs of the Australian economy, collectors and foreign countries are met through the manufacture and sale of circulating coins, collector coins and other minted like products",Program 1.1: Royal Australian Mint,Administered Expenses,Royal Australian Mint Special Account 2023,,34452,37931,31052,29148,29607,2024-25 PB Statement - RAM.xlsx,T2.1.1,
Treasury,Royal Australian Mint,"Outcome 1: The coinage needs of the Australian economy, collectors and foreign countries are met through the manufacture and sale of circulating coins, collector coins and other minted like products",Program 1.1: Royal Australian Mint,Departmental Expenses,Royal Australian Mint Special Account 2023,,36233,0,0,0,0,2024-25 PB Statement - RAM.xlsx,T2.1.1,
Treasury,Royal Australian Mint,"Outcome 1: The coinage needs of the Australian economy, collectors and foreign countries are met through the manufacture and sale of circulating coins, collector coins and other minted like products",Program 1.1: Royal Australian Mint,Departmental Expenses,Royal Australian Mint Special Account 2023,,108700,111697,114382,118392,123220,2024-25 PB Statement - RAM.xlsx,T2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,780178,98850,55156,79924,89789,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Corporations Act 2001,,0,265006,24203,22691,9172,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Medicare Guarantee Fund Special Account,,47540157,49608262,52498261,53877904,55915393,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Housing Australia Future Fund Payments Special Account,,0,5100,26100,36600,43500,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Housing Australia Special Account,,0,394400,36800,148600,246400,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Housing Australia,,0,5428,4798,4848,4900,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Administered Expenses,Expenses not requiring appropriation in the Budget year,,3132,12105,11336,11867,12374,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Departmental Expenses,Departmental appropriation,,333821,378318,317655,296640,295470,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Departmental Expenses,s74 External Revenue,,11072,11072,11023,11023,11023,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.1: Department of the Treasury,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,25440,24708,22967,21863,20377,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.2: International Financial Relations,Administered Expenses,International Monetary Agreements Act 1947,,754727,588576,572700,575635,592053,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.2: International Financial Relations,Administered Expenses,Expenses not requiring appropriation in the Budget year,,421877,4064,0,0,0,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.3: Support for Markets and Business,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,27407,27096,27587,13111,7941,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.3: Support for Markets and Business,Administered Expenses,Expenses not requiring appropriation in the Budget year,,17402,18777,16589,14502,11211,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.4: Commonwealth-State Financial Relations,Administered Expenses,Federal Financial Relations Act 2009,,124042989,128207887,134910012,142680365,149472472,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
Treasury,Department of the Treasury,"Outcome 1: Supporting and implementing informed decisions on policies for the good of the Australian people, including for achieving strong, sustainable economic growth, through the provision of advice to Treasury Ministers and the efficient administration of Treasury's functions",Program 1.4: Commonwealth-State Financial Relations,Administered Expenses,COAG Reform Fund,,21255836,22985207,18823660,16696351,14251448,2024-25 PB Statement - Treasury.xlsx,T_2.1.1,
